,,DESCENDENCIA EJEMPLAR,,,,,,,
,REGISTRO:,193844,,,,,,,
,NOMBRE:,ONIX (FC),,,,,,,
REGISTRO,NOMBRE,FECHA_NTO,COLOR,SEXO,MICROCHIP,GENO,ANDAR,PADRE/MADRE,
REGISTRO0,NOMBRE,FECHA_NTO,COLOR,SEXO,MICROCHIP,GENO,ANDAR,PADRE/MADRE0
2449840,LIRIA DE VILLA ELENA,25/08/2018,CASTAÑO,HEMBRA,978101082666170,GA,P3,2420410
2473980,IDILIO DE POTRILLOS,18/12/2012,CASTAÑO,MACHO,AVID*008*592*349,GD,P3,2513810
2475270,RELICARIO DE ONIX DE LA MARINA,07/09/2013,CASTAÑO,MACHO,AVID*079*795*613,GD,P3,2609540
2476260,POKER DE ASES DE MONTESA,30/03/2013,CASTAÑO,MACHO,AVID*009*781*294,GD,P3,2550130
2476600,JF DEL RINCON DE LA Z,06/06/2012,CASTAÑO,MACHO,AVID*010*041*288,GD,P3,2101190
2478910,ECLIPSE DE LAS GUACAS,25/05/2013,CASTAÑO,MACHO,AVID*010*069*094,GD,P3,1791610
2479110,NUEVO TESTAMENTO DE LA MARQUEZA,27/09/2012,CASTAÑO,MACHO,AVID*010*046*372,GD,P3,2456620
2479660,PRESUMIDA DE LA FORTUNA,14/06/2014,CASTAÑO,HEMBRA,AVID*022*366*123,GD,P3,3008770
2480120,AGATHA DE LA FORTALEZA,24/10/2014,CASTAÑO,HEMBRA,AVID*025*109*539,GD,P3,2462550
2480400,MONTELO DIVINA DEL PRIVILEGIO,15/02/2015,CASTAÑO,HEMBRA,AVID*025*334*003,GD,P3,3003110
2480750,ARES DEL PARAISO,29/03/2014,CASTAÑO,MACHO,AVID*040*817*572,GD,P3,2015470
2481250,EMBAJADORA DEL IDILIO,28/09/2014,BAYO,HEMBRA,AVID*040*842*080,GD,P3,2179970
2481580,MILAGROSO DE LAS GUACAS,25/10/2014,CASTAÑO,MACHO,AVID*839*016*818,GD,P3,379970
2481820,ESMERALDA DE LA Z,30/07/2013,CASTAÑO,HEMBRA,AVID*839*036*018,GD,P3,2470290
2481930,CATTLEYA RANCHO CAMPO ALEGRE,14/01/2015,CASTAÑO,HEMBRA,AVID*836*586*833,GD,P3,2472260
2482040,PRETENCIOSO DE VILLA DANY,18/02/2014,CASTAÑO,MACHO,AVID*040*845*374,GD,P3,2082050
2482060,AMPARO ARREBATOS DE SAN SEBASTIAN,21/12/2012,CASTAÑO,HEMBRA,AVID*839*040*585,GD,P3,2900410
2482090,MENELAO DE LA O,23/04/2015,CASTAÑO,MACHO,AVID*840*071*860,GD,P3,2171500
2482530,IMPACTO DE LAS GUACAS,24/03/2015,CASTAÑO,MACHO,AVID*025*280*862,GD,P3,379970
2482540,CONSENTIDO DE RANCHO SECO,19/03/2014,CASTAÑO,MACHO,AVID*840*064*779,GD,P3,396280
2482740,MARTILLERO DE LAS GUACAS,19/01/2015,CASTAÑO,MACHO,AVID*040*047*599,GD,P3,2473690
2482890,S.O.S. AGAMENON DE SAN DIEGO,25/01/2014,CASTAÑO,MACHO,AVID*842*012*275,GD,P3,2172330
2482900,S.O.S ELLA DE SAN DIEGO,11/10/2013,CASTAÑO,HEMBRA,AVID*842*007*894,GD,P3,2183390
2482960,S.O.S. SACRO DE SAN DIEGO,28/05/2013,CASTAÑO,MACHO,AVID*842*026*638,GD,P3,2469780
2483580,INDULTO DE LA LORA,16/03/2016,CASTAÑO,MACHO,AVID*844*638*824,GD,P3,3027960
2483890,ATENEA DE LA MARQUEZA,31/12/2014,CASTAÑO,HEMBRA,AVID*840*810*530,GD,P3,479670
2484480,AMOR DE PATRIA DEL MADRIGAL,31/08/2016,CASTAÑO,HEMBRA,AVID*844*884*536,GD,P3,2622110
REGISTRO0,NOMBRE,FECHA_NTO,COLOR,SEXO,MICROCHIP,GENO,ANDAR,PADRE/MADRE0
2484810,S.O.S. TRIPLE X DE SAN DIEGO,31/12/2016,CASTAÑO,HEMBRA,AVID*601*308*105,GD,P3,2473490
2484950,DEMETRIUS DE LIBIA ROSA,18/06/2015,CASTAÑO,MACHO,AVID*845*024*288,GD,P3,2156520
2485420,POSEIDON DEL PARAISO,15/07/2016,MORO,MACHO,AVID*601*598*579,GD,P3,2381200
2485690,MODELO DE CATAY,15/10/2015,CASTAÑO,HEMBRA,AVID*601*536*633,GD,P3,2170380
2485710,KLAUS DE LOS CHILOS,16/02/2016,CASTAÑO,MACHO,AVID*601*554*623,GD,P3,2470260
2485990,MARQUEZA DE CAMPO ALEGRE,23/07/2018,CASTAÑO,HEMBRA,AVID*601*564*546,GD,P3,2162870
2486800,REY DE ASES DE PENSILVANIA,23/04/2015,CASTAÑO,MACHO,AVID*601*576*332,GD,P2,2718050
2486890,LINGOTE DE LAS PEÑAS,06/04/2016,CASTAÑO,MACHO,AVID*601*625*328,GD,P3,3004070
2486970,DIAMANTE DE SIQUEN,03/03/2016,CASTAÑO,MACHO,AVID*836*801*886,GD,P3,2285990
2487410,MARAVILLOSO DE RENACER J.M.,28/07/2018,CASTAÑO,MACHO,AVID*601*623*555,GD,P3,3026100
2487470,UNICO DE DON ANDRES,27/07/2017,CASTAÑO,MACHO,AVID*603*330*874,GD,P3,3036750
2487740,ROMANO DE LA TRANQUERA,13/08/2017,CASTAÑO,MACHO,AVID*603*365*775,GD,P3,2434930
2487780,SUSURRO DE DIOS DE RS,29/12/2018,CASTAÑO,HEMBRA,AVID*603*344*892,GD,P3,393750
2487880,PREFERIDO DE LA PROVIDENCIA,10/10/2018,CASTAÑO,MACHO,AVID*603*361*843,GD,P3,2344450
2488010,CARAMELO DE LA PAZ,04/05/2019,ALAZAN,MACHO,978101082013779,GD,P3,2425850
2488280,HECHICERA DE LA VERACRUZ,20/07/2017,CASTAÑO,HEMBRA,AVID*601*378*270,GD,P3,2956930
2488460,CASCARITA DEL COFRE,07/08/2018,CASTAÑO,HEMBRA,AVID*601*618*630,GD,P3,2192900
2488600,SULTAN DE LA FE,17/02/2019,CASTAÑO,MACHO,978101082013411,GA,P3,2188550
2488650,GUADALUPE DE LOS CASCABELES,30/09/2018,CASTAÑO,HEMBRA,AVID*603*367*842,GD,P3,3030150
2488700,SELLO ROJO DE SAN JORGE,10/02/2019,MORO,MACHO,978101082013017,GD,P3,2474650
2488840,PERLA DE LA MARQUEZA,11/08/2015,CASTAÑO,HEMBRA,AVID*601*310*007,GB,P3,485990
2488970,EXOTICO DE LUCCIANO,23/11/2019,CASTAÑO,MACHO,978101082542977,GN,P3,3037200
2489000,TRILOGIA DE SAN PEDRO,25/07/2016,CASTAÑO,HEMBRA,AVID*839*822*636,GN,P3,2347430
2562760,CRISTAL DEL CEDRO,21/10/2011,CASTAÑO,HEMBRA,AVID*071*810*261,GD,P2,2235830
2565370,SINALOA DE SANTA MARIA,03/01/2012,CASTAÑO,HEMBRA,AVID*078*025*859,GD,P3,2513820
2566230,SALOMONICA DE SAN PEDRO,15/04/2010,CASTAÑO,HEMBRA,AVID*057*568*538,GD,P3,2313600
2566940,BELLA EMILIA DE CORRAL DE TEUSACA,19/01/2012,CASTAÑO,HEMBRA,AVID*079*622*336,GD,P3,2561610
2568440,SANTISIMA DE LOMALINDA,15/12/2011,CASTAÑO,HEMBRA,AVID*079*615*004,GD,P3,2612630
2568500,MANZUR FANTASIA DE LA X,27/09/2012,CASTAÑO,MACHO,AVID*076*565*086,GD,P3,386160
2569100,GLADIADOR DE YERBABUENA,09/05/2012,CASTAÑO,MACHO,AVID*076*572*546,GD,P3,2361670
2570230,ATENEA DE SAN ALEJO,30/06/2012,CASTAÑO,HEMBRA,AVID*076*618*354,GD,P3,2523040
2570480,MAGISTRAL DE VILLA LEIDY,01/01/2012,MORO,MACHO,AVID*006*043*280,GD,P3,2356520
2570540,GOBERNANTE DE AGROPECUARIA LA MILAGROSA,13/07/2012,CASTAÑO,MACHO,AVID*076*569*332,GD,P3,1747900
2571420,ANTONELLA DE LA FLORIDA,25/09/2012,CASTAÑO,HEMBRA,AVID*005*874*639,GD,P2,2022470
2572040,LUCIANA DE SAN ALEJO,16/11/2012,ZAINO,HEMBRA,AVID*076*573*550,GD,P3,2523040
2572590,PERCAL DE LOS PINOS (M),30/06/2010,CASTAÑO,MACHO,AVID*005*885*604,GD,P2,2403440
2572850,PRIVILEGIO DE SAN MIGUEL,30/06/2010,CASTAÑO,MACHO,AVID*008*802*787,GD,P3,1755260
2573530,MESSI DE SE BERA,12/07/2011,BAYO,MACHO,AVID*079*773*009,GD,P3,2179790
REGISTRO0,NOMBRE,FECHA_NTO,COLOR,SEXO,MICROCHIP,GENO,ANDAR,PADRE/MADRE0
2573540,SARITA DE SAN ALEJO,20/04/2011,CASTAÑO,HEMBRA,AVID*079*782*847,GD,P3,1444020
2573550,PANTERA DE CARTIER DE RIOBAMBA,22/10/2011,CASTAÑO,HEMBRA,AVID*079*785*025,GD,P3,1786180
2573570,EDICION LIMITADA DE RANCHO ALEGRE,28/04/2011,CASTAÑO,MACHO,AVID*079*619*093,GD,P3,2771920
2574000,CRISTAL DE EMANUEL,21/12/2012,MORO,HEMBRA,AVID*008*779*825,GD,P3,2520360
2574780,ORION DE LAS LAJAS,19/08/2012,BAYO,MACHO,AVID*008*565*081,GD,P3,2529830
2574990,TRILLADORA DE INVERSIONES ACEFAR,23/09/2011,CASTAÑO,HEMBRA,AVID*008*617*623,GD,P3,2309610
2575790,ESPERANZA DE LOS COMPADRES,10/08/2012,CASTAÑO,HEMBRA,AVID*071*822*075,GD,P3,2254770
2576130,DELIRIO DEL PATIO,27/02/2010,ZAINO,MACHO,AVID*008*571*061,GD,P2,1788030
2576400,RONIX DE LA FLORIDA,24/06/2013,CASTAÑO,MACHO,AVID*008*575*630,GD,P3,2423020
2576410,MILAGROS DE LA FLORIDA,08/04/2013,CASTAÑO,MACHO,AVID*008*607*272,GD,P3,2329620
2576950,EXPLOSIVA DE SAN ANGEL,20/03/2013,CASTAÑO,HEMBRA,AVID*010*026*515,GD,P3,617900
2578020,DIONIX DE VILLA NORMA,28/05/2013,CASTAÑO,MACHO,AVID*008*601*551,GD,P3,4098830
2578730,PREDICADOR DE VILLA MARCELA,26/07/2013,NARANJUELOMACHO,,AVID*010*543*603,GD,P3,489140
2579890,ITOCO DE FINCA QUETZALI,10/01/2013,BAYO,MACHO,AVID*010*070*854,GD,P3,2377640
2579950,DOCTOR DE DOS AGUAS,24/05/2013,CASTAÑO,MACHO,AVID*010*070*768,GD,P3,1774010
2580190,TRES GRACIAS DE SE BERA,14/09/2011,CASTAÑO,HEMBRA,AVID*079*777*843,GD,P2,2219720
2581160,SOBERBIA DE AGUA BUENA,13/02/2013,CASTAÑO,HEMBRA,AVID*010*076*350,GD,P3,2511570
2581450,SAMSARA DE LOS TINOS,19/05/2012,CASTAÑO,HEMBRA,AVID*010*071*869,GD,P3,2179170
2581570,1800 DE SAN MIGUEL,07/06/2012,BAYO,MACHO,AVID*010*067*894,GD,P3,499330
2581620,FARAONA DE ALEJANDRIA DE YERBABUENA,11/06/2012,MORO,HEMBRA,AVID*010*076*378,GD,P1,2515670
2581950,ANHELO DE LA FLORIDA,10/10/2013,CASTAÑO,MACHO,AVID*008*097*343,GD,P3,2562810
2581970,PRINCIPE DE LA FLORIDA,15/08/2013,CASTAÑO,MACHO,AVID*008*096*054,GD,P3,2562790
2582940,BOHEMIA DE LA BOMBONERA,28/01/2013,BAYO,HEMBRA,AVID*013*273*090,GD,P3,2295380
2583350,VIENTO DE SAN CARLOS,28/05/2013,CASTAÑO,MACHO,AVID*012*268*067,GD,P3,2538190
2583360,VENERABLE DE SAN CARLOS,23/05/2013,MORO,MACHO,AVID*012*257*063,GD,P3,4089050
2583720,ESMERALDA DE LA CATEDRAL,01/06/2013,CASTAÑO,HEMBRA,AVID*013*111*314,GD,P3,2601210
2583730,PERLA DE LA CEIBA,22/10/2013,CASTAÑO,HEMBRA,AVID*013*122*098,GD,P3,2161450
2583790,NOSTALGIA DE VILLA LA M.G,20/07/2013,CASTAÑO,HEMBRA,AVID*013*123*377,GD,P3,2043360
2583800,ARION DEL ROSAL,29/09/2012,CASTAÑO,MACHO,AVID*839*033*254,GD,P3,4092980
2583890,VICTORIOSA DE VILLA MILENA,09/02/2013,ZAINO,HEMBRA,AVID*005*824*279,GD,P3,624710
2583940,TOÑITA DEL TRIUNFO,17/03/2012,MORO,HEMBRA,AVID*006*033*358,GD,P3,2378480
2584260,LUJURIA DE GINEBRA,02/09/2013,CASTAÑO,HEMBRA,AVID*020*291*356,GD,P3,1273300
2584340,DOMINIK DE GINEBRA,30/07/2012,CASTAÑO,MACHO,AVID*020*106*615,GD,P3,2453720
2585920,IRREBERENTE DE LAS PALMAS,15/05/2012,CASTAÑO,MACHO,AVID*010*075*310,GD,P3,4084300
2586170,BELLA DE ALEJANDRIA,08/05/2013,CASTAÑO,HEMBRA,AVID*015*558*869,GD,P3,2572160
2586860,SHERIFF DE LA CANTALETA,17/10/2013,CASTAÑO,MACHO,AVID*010*034*124,GD,P3,608010
2586920,PERGAMINO DE AGUA BLANCA,14/10/2012,CASTAÑO,MACHO,AVID*010*029*610,GD,P3,2195750
2587130,PASCAL,17/07/2013,CASTAÑO,MACHO,AVID*015*537*336,GD,P3,2236050
REGISTRO0,NOMBRE,FECHA_NTO,COLOR,SEXO,MICROCHIP,GENO,ANDAR,PADRE/MADRE0
2588050,MELODIA DEL MIRADOR,11/09/2012,ZAINO,HEMBRA,AVID*015*567*821,GD,P3,4093780
2588290,PEGASO DE LA TRINIDAD,19/09/2011,CASTAÑO,MACHO,AVID*010*587*348,GD,P3,2148510
2588370,TELEPOLEMICA DEL TORREJON DE LA LUNA,15/08/2011,CASTAÑO,HEMBRA,AVID*076*883*798,GD,P3,1759990
2588400,LALITA DE LA TANGUITA,10/10/2011,CASTAÑO,HEMBRA,AVID*079*798*048,GD,P3,2207160
2588820,GENEROSO DE LA CATEDRAL,24/06/2013,ZAINO,MACHO,AVID*020*281*842,GD,P3,2601210
2588930,FURIA DIVINA DE MI CAPRICHO,11/07/2013,CASTAÑO,HEMBRA,AVID*005*836*804,GD,P3,2187420
2589400,SONERO DE ESCOCIA,29/09/2012,CASTAÑO,MACHO,AVID*020*090*827,GD,P3,1663050
2590010,ALMIRANTE DEL UBERRIMO,09/08/2010,CASTAÑO,MACHO,AVID*006*054*120,GD,P2,619470
2590220,FANTASIA DE LA MERCED,30/11/2013,CASTAÑO,HEMBRA,AVID*015*595*366,GD,P3,2555210
2591590,PRIMOGENITO DE VILLA MARCELA,05/09/2013,CASTAÑO,MACHO,AVID*005*847*286,GD,P3,1768160
2591730,DON JUAN DE LA R,05/09/2013,ZAINO,MACHO,AVID*010*052*269,GD,P3,2302980
2592080,PEGASSO DE VILLA DALIA,11/11/2013,CASTAÑO,MACHO,AVID*021*561*814,GD,P3,2531350
2592140,ESPARTACO DE LA MAESTRANZA,18/01/2013,CASTAÑO,MACHO,AVID*021*553*266,GD,P3,1114230
2592160,CENTURION DE LA MAESTRANZA,22/05/2013,CASTAÑO,MACHO,AVID*015*601*354,GD,P2,4023920
2592560,PARCERO DE LA FLORIDA,01/03/2014,CASTAÑO,MACHO,AVID*021*805*843,GD,P2,2235830
2592570,SONY DE LA FLORIDA,26/04/2014,CASTAÑO,MACHO,AVID*021*787*013,GD,P3,2464110
2592850,VENENO DE AGUA CLARA,25/10/2013,CASTAÑO,MACHO,AVID*015*541*812,GD,P3,2316480
2592900,CONDESA DE SAN JORGE,13/10/2013,CASTAÑO,HEMBRA,AVID*021*789*847,GD,P3,2569330
2593640,COQUETO DE MONTESA,28/07/2013,CASTAÑO,MACHO,AVID*021*638*543,GD,P3,2550130
2594230,CEREZA DE SANTA CECILIA,30/05/2013,CASTAÑO,HEMBRA,AVID*021*571*606,GD,P3,2524550
2594350,PRETEXTO DE LA CASTELLANA,08/04/2014,CASTAÑO,MACHO,AVID*021*785*266,GD,P3,765140
2594660,TANGO DE VILLA MARCELA,02/07/2013,CASTAÑO,MACHO,AVID*021*775*573,GD,P3,1673730
2594760,DUQUEZA DE VILLA NORMA,16/08/2014,CASTAÑO,HEMBRA,AVID*021*609*545,GD,P3,4098830
2594860,PROMESA DE VILLA NORMA,11/08/2014,CASTAÑO,HEMBRA,AVID*015*606*374,GD,P3,2571850
2595300,AURORA DE SANTA HELENA,29/09/2013,ZAINO,HEMBRA,AVID*028*786*879,GD,P3,2571200
2595310,CIRCON DE PIRAMIDES DEL POTRILLO,20/12/2013,CASTAÑO,MACHO,AVID*028*815*832,GD,P3,1359440
2595420,METRALLETA,28/12/2013,CASTAÑO,HEMBRA,AVID*020*259*538,GD,P3,2603030
2595440,REBELDIA DE SAN MIGUEL,20/09/2012,CASTAÑO,HEMBRA,AVID*020*278*111,GD,P3,1263350
2595450,AGUINALDO NAVIDEÑO DE MI CAPRICHO,01/09/2014,ZAINO,MACHO,AVID*028*823*809,GD,P3,1322190
2595480,HAWAIANA DE ZORRILLOS J.H.,04/08/2014,CASTAÑO,HEMBRA,AVID*028*819*058,GD,P3,1671640
2595690,TOMATINA DE MONTESA,11/08/2013,CASTAÑO,HEMBRA,AVID*028*874*071,GD,P3,1608260
2595970,ZARINA DE 3C,12/09/2014,CASTAÑO,HEMBRA,AVID*039*768*883,GD,P3,2582930
2595980,BENDICION DE 3C,29/05/2014,CASTAÑO,HEMBRA,AVID*039*602*618,GD,P3,2545710
2595990,NUBARRON DE LA PROVINCIA,26/03/2014,CASTAÑO,MACHO,AVID*039*768*838,GD,P3,1678610
2596310,CONSIGNA DE EL GUAMAL,09/02/2015,CASTAÑO,HEMBRA,AVID*040*072*023,GD,P3,2534410
2596320,RAMA SECA DE SANTA CECILIA,28/11/2014,CERVUNO,HEMBRA,AVID*040*071*562,GD,P3,4087290
2596580,PRIMERA CLASE DE VILLA JULIA,21/10/2013,BAYO,HEMBRA,AVID*040*059*537,GD,P1,495360
2596740,DICTADORA DE AGUA BUENA,01/06/2013,CASTAÑO,HEMBRA,AVID*040*301*101,GD,P2,2553310
REGISTRO0,NOMBRE,FECHA_NTO,COLOR,SEXO,MICROCHIP,GENO,ANDAR,PADRE/MADRE0
2596760,LION KEPPLER DE LOS REYES T.E.,13/03/2015,CASTAÑO,MACHO,AVID*040*099*845,GD,P3,1616200
2596900,VILLANO DE MILAN,14/05/2014,CASTAÑO,MACHO,AVID*028*601*551,GD,P3,2356970
2597190,APOLO DE VILLA MARIA,10/04/2014,CASTAÑO,MACHO,AVID*039*639*801,GD,P3,2329110
2597540,EXTRAORDINARIA DE YERBABUENA,30/01/2014,CASTAÑO,HEMBRA,AVID*039*605*015,GD,P3,2543640
2597560,TRIUNFADOR DE YERBABUENA,16/08/2014,CASTAÑO,MACHO,AVID*039*606*346,GD,P3,1673690
2597800,INCREIBLE DEL NARANJITO,14/10/2014,CASTAÑO,MACHO,AVID*028*769*774,GD,P3,2424600
2597850,CABALLERO DEL REY DE VILLA SOFIA,31/08/2014,CASTAÑO,MACHO,AVID*039*878*769,GD,P2,2533100
2597880,DELATOR DEL CAPI,05/07/2014,CASTAÑO,MACHO,AVID*040*028*637,GD,P3,2258550
2597890,MARTINA DE LA FLORENCIA,15/04/2014,BAYO,HEMBRA,AVID*077*879*813,GD,P3,2753090
2597900,JULIETA DE LA ARMADA,17/10/2012,CASTAÑO,HEMBRA,AVID*021*620*624,GD,P3,2076010
2598210,KATE DE PIEDRAS LINDAS,25/05/2015,CASTAÑO,HEMBRA,AVID*040*013*884,GD,P3,2385310
2598600,NUBE ROJA DE LOS APACHES,01/03/2014,CASTAÑO,HEMBRA,AVID*040*034*801,GD,P3,2571910
2599030,RUMBERO DEL BALON,20/10/2012,CASTAÑO,MACHO,AVID*029*542*016,GD,P3,820730
2599600,INDIO MARQUETON DE LA CAMELIA,15/01/2013,CASTAÑO,MACHO,AVID*040*839*097,GD,P3,380360
2613650,SIMPATIA DE LA RIVERA,18/01/2008,CASTAÑO,HEMBRA,AVID*108*512*868,GD,P3,1929370
2614320,REINAS DE LAS AGUAS DE LA ABUELITA,21/01/2008,CASTAÑO,HEMBRA,AVID*031*033*521,GD,P3,1940310
2617570,CENTINELA DE LA CASCADA,26/11/2009,MORO,HEMBRA,AVID*043*633*534,GD,P3,1922570
2618390,ZAFIRO DE LA PEDRERA,28/01/2010,CASTAÑO,MACHO,AVID*047*086*032,GD,P3,1906870
2619610,CANTALETA T.E DE LA REFORMA,11/07/2010,CASTAÑO,HEMBRA,AVID*050*824*836,GD,P3,1853950
2620660,CABINERA DE LA JUDEA,21/04/2010,CASTAÑO,HEMBRA,AVID*050*778*265,GD,P3,1926580
2620680,COMETA DE LA JUDEA,01/08/2010,CASTAÑO,MACHO,AVID*050*799*332,GD,P3,1913240
2620690,SERENATA DE LA JUDEA,15/08/2010,CASTAÑO,HEMBRA,AVID*050*798*330,GD,P3,1902520
2620700,CARDENAL DE LA JUDEA,15/11/2010,CASTAÑO,MACHO,AVID*050*639*531,GD,P3,1942370
2620710,OLIGARCA DE LA JUDEA,11/04/2010,CASTAÑO,MACHO,AVID*050*805*549,GD,P3,1940740
2620740,TORMENTO DE LA JUDEA,09/08/2010,CASTAÑO,MACHO,AVID*050*788*120,GD,P3,1913270
2621240,DORADO DE LUSITANIA,09/04/2010,NARANJUELOMACHO,,AVID*051*284*894,GD,P2,1913230
2621250,TORNADO DE LUSITANIA,30/03/2010,MORO,MACHO,AVID*051*117*345,GD,P3,2011820
2621630,TURMALINA DE VILLA LAURA,16/03/2011,CASTAÑO,HEMBRA,AVID*054*841*861,GD,P3,1927320
2621920,GLADIADOR DE CANAWAY,10/04/2011,CASTAÑO,MACHO,AVID*054*831*077,GD,P3,2169130
2622530,POSEIDON DE HORIZONTES,30/07/2009,CASTAÑO,MACHO,AVID*054*822*028,GD,P3,2243470
2623750,RECUERDO DE LA JUDEA,29/12/2010,NARANJUELOMACHO,,AVID*054*283*098,GD,P3,2602240
2624130,SAGAL DE CASTILLA,04/08/2011,CASTAÑO,MACHO,AVID*066*826*079,GD,P3,1945370
2624260,FRAGANCIA DE LA JUDEA,28/03/2011,CASTAÑO,HEMBRA,AVID*057*344*571,GD,P3,1926580
2624270,TALENTO DE LA JUDEA,18/06/2011,CASTAÑO,MACHO,AVID*057*314*090,GD,P3,1940740
2624700,BALDOMERO DE LA PONDEROSA,30/12/2011,CASTAÑO,MACHO,AVID*066*843*091,GD,P3,392200
2624750,OPALO DE VILLA LAURA,31/07/2011,CASTAÑO,MACHO,AVID*050*004*522,GD,P2,2601660
2624770,IMPACTO DEL MIRADOR DE LOS CABALLOS,30/09/2011,CASTAÑO,MACHO,AVID*071*836*083,GD,P3,2610510
2624880,MINERO DE BRASILIA,08/05/2011,MORO,MACHO,AVID*066*817*306,GD,P3,1944810
REGISTRO0,NOMBRE,FECHA_NTO,COLOR,SEXO,MICROCHIP,GENO,ANDAR,PADRE/MADRE0
2625310,OASIS DE VILLA GABRIELA,15/06/2009,CASTAÑO,MACHO,AVID*054*827*368,GD,P3,1806550
2625530,PLATINO DE VILLA LAURA,27/06/2011,CASTAÑO,MACHO,AVID*071*798*790,GD,P3,1929250
2626270,INDIGNADA DE CALABAZAS,19/01/2012,CASTAÑO,HEMBRA,AVID*071*821*330,GD,P3,1926070
2626450,BANDIDO DE LA ALHAMBRA,12/07/2010,CASTAÑO,MACHO,AVID*050*810*856,GD,P3,2107300
2626460,RESONANTE DE PONTEVEDRA,24/12/2011,CASTAÑO,MACHO,AVID*071*799*530,GD,P3,2459650
2626480,AMOR GITANO DE TORBELLINOS,23/03/2010,CASTAÑO,MACHO,AVID*071*808*100,GD,P3,2600140
2626560,ESMERALDA DEL RODEO,20/09/2009,CASTAÑO,HEMBRA,AVID*076*567*849,GD,P3,1936900
2627060,PISPIRETA DE CANAWAY,02/04/2012,CASTAÑO,HEMBRA,AVID*076*611*338,GD,P3,2169130
2627110,JOYA DE LA HERRADURA,10/04/2010,CASTAÑO,HEMBRA,AVID*076*589*821,GD,P3,1933050
2627180,POLICARPA DE LA HERRADURA,14/07/2010,CASTAÑO,HEMBRA,AVID*076*612*262,GD,P3,1941870
2627510,RAYO DE LA PEDRERA,01/02/2012,CASTAÑO,MACHO,AVID*071*799*039,GD,P1,2604020
2628050,RADIANTE DE SAN CARLOS,01/06/2012,CASTAÑO,MACHO,AVID*079*876*000,GD,P3,2402280
2628140,DON JUAN J Y B DEL PORTAL DE LA ROSA,19/09/2011,CASTAÑO,MACHO,AVID*006*073*784,GD,P3,2412430
2628880,SABRINA DE VILLA MALI,14/04/2012,CASTAÑO,HEMBRA,AVID*005*875*823,GD,P3,2115760
2628920,CONFUCIO DE LA FLORIDA,24/02/2011,CASTAÑO,MACHO,AVID*006*078*775,GD,P3,1046390
2629030,ZEUS DE CLUB HIPICO LOS AMIGOS,12/05/2012,CASTAÑO,MACHO,AVID*009*030*342,GD,P3,1902320
2629060,GRANO DE ORO DE MI POTRILLO,08/05/2012,CASTAÑO,MACHO,AVID*009*051*627,GD,P1,2600560
2629080,VESUBIO DE SAN CARLOS,17/04/2012,CASTAÑO,MACHO,AVID*009*033*064,GD,P3,1939250
2629120,ROMANCE DEL REFUGIO,17/11/2011,CASTAÑO,MACHO,AVID*078*022*050,GD,P3,2130570
2629170,AMAPOLA DE DOS JOTAS,28/07/2012,CASTAÑO,HEMBRA,AVID*009*043*522,GD,P3,1834860
2629470,TURQUEZA DE VILLA LAURA,23/02/2012,CASTAÑO,HEMBRA,AVID*008*799*798,GD,P3,1927320
2629480,OROPEL DE VILLA LAURA,07/02/2013,CASTAÑO,MACHO,AVID*008*833*523,GD,P3,1911480
2629500,SACRAMENTO DE LOS GIRASOLES,14/02/2013,CASTAÑO,MACHO,AVID*006*035*061,GD,P3,2606440
2629760,SOBERANO DE TRES JOTAS,05/02/2011,CASTAÑO,MACHO,AVID*008*582*074,GD,P3,1040090
2630170,CORAJE DE LUSITANIA,24/05/2013,CASTAÑO,MACHO,AVID*008*601*614,GD,P3,2109710
2630280,AQUILES DE LA Z,28/08/2009,CASTAÑO,MACHO,AVID*008*563*629,GD,P3,4060270
2630450,MAGNIFICA DEL DESCANSO,14/10/2011,CASTAÑO,HEMBRA,AVID*010*370*819,GD,P3,1949900
2630460,PODEROSA DEL DESCANSO,21/09/2012,CASTAÑO,HEMBRA,AVID*010*542*883,GD,P3,2603400
2630480,TALENTO DE VILLA SOLE,14/02/2013,CASTAÑO,MACHO,AVID*010*379*066,GD,P3,391820
2630740,CASCABEL DEL PORVENIR,15/08/2011,CASTAÑO,MACHO,AVID*010*371*067,GD,P3,2609970
2630800,CUMBRE DE LA JUDEA,13/04/2012,CASTAÑO,HEMBRA,AVID*006*256*779,GD,P3,1913270
2631180,TERROR DE BUENOS AIRES,30/08/2012,CASTAÑO,MACHO,AVID*010*583*528,GD,P3,2618130
2631570,AMATISTA DE BRASILIA,17/05/2012,MORO,HEMBRA,AVID*010*048*036,GD,P3,1944810
2631780,DIAMANTE DE MARRUECOS,01/08/2012,CASTAÑO,MACHO,AVID*010*064*551,GD,P3,1924770
2632140,GLADIADOR DE GONCAS,27/03/2013,CASTAÑO,MACHO,AVID*010*035*561,GD,P3,2620510
2632230,ANTORCHA DE GUADALUPE,16/01/2012,CASTAÑO,HEMBRA,AVID*071*833*100,GD,P3,488910
2632310,ESCANDALOSA DE BUENOS AIRES,05/09/2012,CASTAÑO,HEMBRA,AVID*010*550*341,GD,P2,2608670
2632330,TROYANO DE VILLA AINHOA,31/03/2012,CASTAÑO,MACHO,AVID*010*055*839,GD,P3,2151300
REGISTRO0,NOMBRE,FECHA_NTO,COLOR,SEXO,MICROCHIP,GENO,ANDAR,PADRE/MADRE0
