,,DESCENDENCIA EJEMPLAR,,,,,,,
,REGISTRO:,193844,,,,,,,
,NOMBRE:,ONIX (FC),,,,,,,
REGISTRO,NOMBRE,FECHA_NTO,COLOR,SEXO,MICROCHIP,GENO,ANDAR,PADRE/MADRE,
REGISTRO0,NOMBRE,FECHA_NTO,COLOR,SEXO,MICROCHIP,GENO,ANDAR,PADRE/MADRE0
2935700,ROSARIO DE R.A.,05/05/2012,CASTAÑO,HEMBRA,AVID*006*088*277,GD,P3,2283090
2935860,FORTUNA DE LAS GUACAS,01/11/2011,CASTAÑO,HEMBRA,AVID*040*110*379,GD,P3,2111970
2936180,DIVINA DE LA COQUETA,24/12/2012,CASTAÑO,HEMBRA,AVID*010*058*512,GD,P1,2936160
2936290,TAMARA DE VILLA LUZ,04/08/2013,CASTAÑO,HEMBRA,AVID*015*601*590,GD,P3,1776040
2936550,INDEPENDENCIA DEL OASIS,25/09/2012,CASTAÑO,HEMBRA,AVID*013*090*566,GD,P3,2087760
2936970,TROVADOR DE CASA SIERRA,08/01/2012,CASTAÑO,MACHO,AVID*079*797*530,GD,P3,2758800
2937390,HECHICERA DOS O DE LA FORTUNA,27/01/2013,MORO,HEMBRA,AVID*008*584*021,GD,P3,2762390
2937770,ANHELADA DE VILLA LEIDY,20/09/2012,CASTAÑO,HEMBRA,AVID*010*066*614,GD,P3,1771290
2937820,ZAFIRO DE LA MARIA,02/01/2011,CASTAÑO,MACHO,AVID*009*779*625,GD,P2,2240240
2937850,CLEOPATRA DEL CEDRO,18/04/2013,CASTAÑO,HEMBRA,AVID*010*590*090,GD,P3,2283480
2938380,CONDORCANQUI T.E DE CHIHUAHUA,07/10/2011,CASTAÑO,MACHO,AVID*010*069*551,GD,P3,1361580
2938740,ELIXIR DE LA LOMA,16/01/2013,CASTAÑO,MACHO,AVID*009*792*037,GD,P3,815880
2938900,DULCINEA DE TAYRONA,20/08/2012,CASTAÑO,HEMBRA,AVID*009*802*106,GD,P3,2758480
2938930,MATILDA DE LA ARANZAZU,05/10/2013,CASTAÑO,HEMBRA,AVID*010*039*601,GD,P3,2783200
2938960,CONSENTIDO SANTA FE DE GRAN DINASTIA,31/10/2012,CASTAÑO,MACHO,AVID*009*769*584,GD,P3,2329330
2939170,BARONESA DE TOLEDITO,30/08/2012,MORO,HEMBRA,AVID*013*099*636,GD,P2,1741610
2939280,MILAGRO DE LARA,06/08/2011,CASTAÑO,HEMBRA,AVID*015*542*088,GD,P2,2277380
REGISTRO0,NOMBRE,FECHA_NTO,COLOR,SEXO,MICROCHIP,GENO,ANDAR,PADRE/MADRE0
2939950,DALILA DE LA VITRINA,10/10/2013,MORO,HEMBRA,AVID*009*789*036,GD,P3,1574040
2940490,EMBRUJO DE LAS MARGARITAS,17/09/2012,CASTAÑO,MACHO,AVID*009*787*380,GD,P3,1796460
2940500,INDULTO T.E. DE RANCHO GASMAR,31/12/2012,CASTAÑO,MACHO,AVID*015*520*804,GD,P3,1858500
2940900,TRAVIATA TANZANIA DE CANALETES,07/08/2011,CASTAÑO,HEMBRA,AVID*010*046*296,GD,P3,1764530
2940910,INDIANO DE TANZANIA,13/04/2011,CASTAÑO,MACHO,AVID*010*041*013,GD,P3,1779490
2940930,SUCESORA NATIVA DE CANALETE,15/04/2012,CASTAÑO,HEMBRA,AVID*010*060*299,GD,P2,1154150
2941280,ZIOL DE PAPILLON,21/11/2012,CASTAÑO,MACHO,AVID*015*578*072,GD,P3,2253570
2941610,SOCIA DE RANCHO MI DELIRIO,01/08/2011,CASTAÑO,HEMBRA,AVID*071*821*086,GD,P2,2208720
2941810,ZAFIRO DE R.A.,25/02/2013,CASTAÑO,MACHO,AVID*008*584*112,GD,P3,2926490
2941820,COCA COLA DEL PARAISO,26/02/2013,CASTAÑO,HEMBRA,AVID*008*592*845,GD,P3,2797870
2941880,GURU DEL MIRADOR,14/07/2012,CASTAÑO,MACHO,AVID*021*580*560,GD,P3,2901100
2942320,MANDRAGORA,10/11/2013,CASTAÑO,HEMBRA,AVID*021*793*548,GD,P3,1448250
2942470,ILUSION,12/04/2012,CASTAÑO,HEMBRA,AVID*021*596*319,GD,P3,2772520
2942900,JOYA DE SAN PASCUAL,20/09/2012,BAYO,HEMBRA,AVID*010*071*374,GD,P3,2016620
2942910,BOHEMIO DE INV. HORIZONTE COLOMBIA,10/03/2013,BAYO,MACHO,AVID*010*064*091,GB,P3,1409010
2943060,PIZARRO DE LA CABAÑA,18/08/2012,CASTAÑO,MACHO,AVID*015*051*361,GD,P1,2269780
2943110,TRUENO DE J.M.,10/07/2011,ZAINO,MACHO,AVID*015*610*104,GD,P3,2088870
2943150,ESTUPENDA DE LA LOCURA,15/09/2011,CASTAÑO,HEMBRA,AVID*057*331*524,GD,P3,2279840
2943220,ODISEO DE PANORAMA,30/08/2011,CASTAÑO,MACHO,AVID*010*067*606,GD,P3,2859530
2943230,ROSARIO DE MARYLAND,15/12/2012,CASTAÑO,HEMBRA,AVID*009*790*278,GD,P3,2228910
2943610,GAITAN DEL TESORO,31/05/2013,CASTAÑO,MACHO,AVID*010*045*299,GD,P3,2902240
2943990,ATENEA DE GUADALUPE,24/12/2012,CASTAÑO,HEMBRA,AVID*010*046*044,GD,P3,2283760
2944010,ISIS DE LA CAROLINA,26/05/2013,NARANJUELOHEMBRA,,AVID*010*071*122,GD,P3,2264110
2944020,EROS DE DUQUE ESTRADA,17/04/2013,CASTAÑO,MACHO,AVID*010*077*636,GD,P3,2614090
2944030,GEA DE GUADALUPE,24/04/2013,CASTAÑO,HEMBRA,AVID*015*530*576,GD,P3,2081720
2944040,POSEIDON DE LA FRONTERA,30/03/2013,CASTAÑO,MACHO,AVID*015*538*572,GC,P1,2610010
2944060,URANO DE GUADALUPE,17/01/2013,CASTAÑO,MACHO,AVID*015*526*282,GD,P3,2271630
2944070,METIS DE DUQUE ESTRADA,16/06/2013,CASTAÑO,HEMBRA,AVID*015*607*057,GD,P1,1938740
2944180,MANDELA DE SANTA ISABELLA,08/02/2013,CASTAÑO,MACHO,AVID*010*075*827,GD,P3,2028250
2944370,DIPLOMATICO DE LA LOCURA,09/10/2012,CASTAÑO,MACHO,AVID*076*892*616,GD,P3,2250450
2944620,ZARINA DE HONDAMA,10/10/2010,CASTAÑO,HEMBRA,AVID*008*772*048,GD,P3,1729430
2946220,LINDA DE VILLA LAURA,29/12/2011,CASTAÑO,HEMBRA,AVID*010*033*604,GD,P3,1929250
2946290,REVANCHA DE LA GITANA,01/02/2013,CASTAÑO,HEMBRA,AVID*009*783*531,GD,P3,2283750
2946320,MELCHOR DE PES. MI CASITA,03/01/2012,NARANJUELOMACHO,,AVID*015*598*807,GD,P3,2220460
2946430,BAVARIO,09/09/2012,MORO,MACHO,AVID*076*856*560,GD,P3,2772190
2947020,DURA DE FERZAN,14/10/2012,CASTAÑO,HEMBRA,AVID*021*629*355,GD,P2,1927070
2947630,VESTAL DE YARUMALITO,08/12/2013,CASTAÑO,HEMBRA,AVID*009*773*332,GD,P3,2169060
2947640,DON RAFA DEL RANCHO,20/09/2013,CASTAÑO,MACHO,AVID*021*859*017,GD,P3,2903940
REGISTRO0,NOMBRE,FECHA_NTO,COLOR,SEXO,MICROCHIP,GENO,ANDAR,PADRE/MADRE0
2947670,COMENTARIO DE SEBERA,28/02/2013,CASTAÑO,MACHO,AVID*010*086*040,GD,P3,2219720
2947720,ROCCO,03/07/2012,CASTAÑO,MACHO,AVID*021*602*776,GD,P3,2296660
2947820,PLEGARIA DE VILLA LAURA,26/04/2013,CASTAÑO,HEMBRA,AVID*009*795*074,GD,P3,2614750
2948240,HAVANA DE SIERRA NEVADA,06/01/2013,CASTAÑO,HEMBRA,AVID*020*083*790,GD,P3,1449030
2948410,RENZO DE ALEJANDRIA,30/10/2013,CASTAÑO,MACHO,AVID*015*603*333,GD,P3,389960
2948530,TENDENCIA DE MARIA ROSA,28/03/2014,CASTAÑO,HEMBRA,AVID*020*116*302,GD,P2,1427590
2948690,RENACER DE LA CANDELARIA,15/04/2013,CASTAÑO,MACHO,AVID*010*525*121,GD,P3,2359000
2948700,REDENTORA DE LA CAMELIA,18/04/2014,CASTAÑO,HEMBRA,AVID*020*282*606,GD,P3,2907890
2948710,EROS DE LA MILAGROSA,29/03/2013,CASTAÑO,MACHO,AVID*021*805*360,GD,P3,2198920
2948730,REVANCHA DE JAMAICA,28/01/2013,CASTAÑO,HEMBRA,AVID*008*596*613,GD,P3,2284290
2948740,DIOSA DE VILLA ANA,24/02/2013,CASTAÑO,HEMBRA,AVID*021*382*797,GD,P3,2406020
2948750,REPUBLICANA DE LA MANUELITA,20/04/2013,CASTAÑO,HEMBRA,AVID*008*595*522,GD,P3,2244090
2948770,ILUSION DE LA CAROLINA,14/07/2013,ZAINO,HEMBRA,AVID*020*091*127,GD,P3,2259630
2948990,SANDUNGA DE VILLA GLORIA,15/12/2013,MORO,HEMBRA,AVID*020*284*514,GD,P2,2771180
2949240,CANDIDATO DE PES. LA MARGARITA,28/12/2013,CASTAÑO,MACHO,AVID*020*289*621,GD,P3,2906930
2949250,CAÑONERO DE MARYLAND,23/03/2014,CASTAÑO,MACHO,AVID*020*121*586,GD,P3,2056190
2949330,PREGONERO DE CALAZANZ,26/03/2013,CASTAÑO,MACHO,AVID*021*781*012,GD,P3,2202450
2949740,GUACA DE LOS BUCAROS,28/06/2013,CASTAÑO,HEMBRA,AVID*020*096*115,GD,P3,2917730
2949900,FAVORITA DE AV,20/03/2013,CASTAÑO,HEMBRA,AVID*008*601*874,GD,P3,2783350
2950110,IMPONENTE DE SAN JUDAS,23/03/2013,CASTAÑO,MACHO,AVID*022*381*322,GD,P3,1786460
2950230,SONORA MATANCERA DE LAS JOTAS,03/04/2013,CASTAÑO,HEMBRA,AVID*020*115*876,GD,P3,2326300
2950520,PERSEO DE TAHAMI,16/03/2014,CASTAÑO,MACHO,AVID*022*370*562,GD,P3,2783770
2950590,TRIUNFADOR DEL RANCHO,13/11/2013,CASTAÑO,MACHO,AVID*020*288*827,GD,P3,2078010
2950600,LAFANIA DE LA LORENA,02/06/2014,CASTAÑO,HEMBRA,AVID*020*289*027,GD,P3,2264310
2950660,RENACER DE MADERAS DE ORIENTE,28/04/2013,CASTAÑO,MACHO,AVID*024*559*560,GD,P1,2013960
2950810,ROSA MIXTICA DEL TENAMPA,15/08/2013,CASTAÑO,HEMBRA,AVID*009*812*799,GD,P3,2286040
2951090,FILARMONICA DE COMPOSTELA,20/12/2012,CASTAÑO,HEMBRA,AVID*010*043*089,GD,P3,2088410
2951160,COLOMBIANITA DE LA TANGUITA,26/06/2014,CASTAÑO,HEMBRA,AVID*024*547*070,GD,P3,2902490
2951290,OVNI DE MONTERREY,09/03/2011,CASTAÑO,MACHO,AVID*025*273*602,GD,P3,1834960
2951350,FARAON DE LA MONTAÑUELA,14/06/2013,CASTAÑO,MACHO,AVID*024*775*084,GD,P3,2262170
2951370,FARAON DE LA FORTALEZA,18/07/2013,CASTAÑO,MACHO,AVID*022*352*588,GD,P3,2014020
2951440,NOVEDOSA DE LA TANGUITA,18/05/2014,CASTAÑO,HEMBRA,AVID*024*538*338,GD,P3,2267730
2951510,SOBERBIO DE LA TANGUITA,29/05/2014,CASTAÑO,MACHO,AVID*025*100*550,GD,P3,1820700
2951640,CANTALETA DE LA TRAVIATA,10/07/2013,CASTAÑO,HEMBRA,AVID*020*076*359,GD,P3,2770380
2951780,GUAZON DE R.A.,06/11/2013,CASTAÑO,MACHO,AVID*022*373*792,GD,P3,2295910
2951820,TENTADOR DE LA MARIA,24/06/2013,CASTAÑO,MACHO,AVID*020*268*058,GD,P3,2242490
2951830,CHANNEL DEL RANCHO,15/02/2014,CASTAÑO,HEMBRA,AVID*029*350*881,GD,P3,1791410
2951890,AMANECER DE VILLA DANIELA,21/06/2013,CASTAÑO,HEMBRA,AVID*020*104*287,GD,P3,2603340
REGISTRO0,NOMBRE,FECHA_NTO,COLOR,SEXO,MICROCHIP,GENO,ANDAR,PADRE/MADRE0
2952020,BONANZA DE LOS DOS DIAMANTES,18/06/2013,CASTAÑO,HEMBRA,AVID*008*588*552,GD,P3,2906130
2952210,FENIX DE LA TANGUITA,27/08/2014,CASTAÑO,MACHO,AVID*029*330*281,GD,P3,2242710
2952330,MICAELA DE LOS ARANGO,20/08/2014,CASTAÑO,HEMBRA,AVID*028*603*885,GD,P3,1837460
2952420,PASION BELLA LUNA DE LA CUMBRE,06/01/2013,CASTAÑO,HEMBRA,AVID*006*046*064,GD,P3,2287840
2952610,ADRENALINA DE D.C.,15/08/2014,CASTAÑO,HEMBRA,AVID*025*341*008,GD,P3,1625720
2952640,APOCALIPSIS,18/08/2013,NARANJUELOMACHO,,AVID*022*514*116,GD,P3,2914420
2952710,SUCESOR DE LA SAMARIA,20/08/2013,CASTAÑO,MACHO,AVID*008*598*094,GD,P3,2233430
2952770,FENIX DEL TESORO,01/12/2014,CASTAÑO,MACHO,AVID*029*528*573,GD,P3,819530
2952840,PECADORA DE LA FORTUNA,28/09/2013,CASTAÑO,HEMBRA,AVID*040*313*011,GD,P3,2253460
2952900,CALLEJERA DEL CEDRO,06/02/2015,CASTAÑO,HEMBRA,AVID*040*099*123,GD,P3,2282780
2952910,RELIQUIA DEL CEDRO,16/01/2015,CASTAÑO,HEMBRA,AVID*028*813*618,GD,P3,2757590
2953060,ESMERALDA,15/10/2013,CASTAÑO,HEMBRA,AVID*028*843*018,GD,P2,2901970
2953200,PRIMICIA DE VILLA MARCELA,20/09/2013,CASTAÑO,HEMBRA,AVID*020*266*297,GD,P3,1675570
2953270,ZAHARA DEL ESCONDIDIJO,02/12/2013,CASTAÑO,HEMBRA,AVID*021*772*785,GD,P2,2761540
2953390,MARAVILLA DE VILLA MARGARITA,09/12/2014,CASTAÑO,HEMBRA,AVID*040*088*893,GD,P3,2183190
2953400,PROMESA DEL VERGEL,20/11/2014,CASTAÑO,HEMBRA,AVID*040*321*524,GD,P3,2926050
2953530,NINFA DE LOS SUEÑOS,15/10/2014,CASTAÑO,HEMBRA,AVID*040*281*031,GD,P3,2627590
2953910,PRESUMIDA DE SAN FELIPE,22/02/2014,NARANJUELOHEMBRA,,AVID*040*287*605,GD,P3,2781530
2953930,DICTADORA DE SJ,27/12/2013,CASTAÑO,HEMBRA,AVID*040*257*267,GD,P3,2256590
2954140,MISTERIOSO DE LA CANDELARIA,06/02/2015,CASTAÑO,MACHO,AVID*040*075*367,GD,P2,2216690
2954180,DON F DE SAN LUIS,28/03/2014,CASTAÑO,MACHO,AVID*040*298*841,GD,P3,2790680
2954260,BRUNA DE MI CAPRICHO,15/11/2013,CASTAÑO,HEMBRA,AVID*028*846*053,GD,P3,1322190
2954320,JUBILOSA DE LOS SAUCES,20/05/2011,CASTAÑO,HEMBRA,AVID*039*589*610,GD,P3,2022930
2954450,BABEL DE ARMOAGRO,05/02/2015,CASTAÑO,MACHO,AVID*039*885*818,GD,P2,2296590
2954480,APOCALIPSIS DE SAN NICOLAS,21/05/2013,CASTAÑO,MACHO,AVID*006*012*856,GD,P3,2253070
2954490,SECRETO DE 2M,21/05/2013,CASTAÑO,MACHO,AVID*076*575*599,GD,P3,2237690
2954500,BRUMA DE 2M,17/06/2014,CASTAÑO,HEMBRA,AVID*020*267*555,GD,P1,2126660
2954510,PRINCESA MAGICA DE VILLA TUTTI,12/05/2014,CASTAÑO,HEMBRA,AVID*020*264*625,GD,P3,1433630
2954520,LUNATICA DE SAN NICOLAS,25/02/2014,CASTAÑO,HEMBRA,AVID*020*258*881,GD,P3,2253070
2954530,COMANDO DE AGROINVERSIONES 2M,11/01/2014,CASTAÑO,MACHO,AVID*020*121*871,GD,P3,2918300
2954540,EMISARIA DE LA VIRGINIA,28/04/2014,CASTAÑO,HEMBRA,AVID*020*115*531,GD,P3,2149380
2954550,JAGUAR,08/05/2014,CASTAÑO,MACHO,AVID*020*114*637,GD,P3,1858500
2954560,JEQUE DE RANCHO LUNA,06/07/2014,CASTAÑO,MACHO,AVID*020*086*546,GD,P3,2171040
2954570,DICTADOR DE AGROINVERSIONES 2M (M),18/11/2013,CASTAÑO,MACHO,AVID*015*584*367,GD,P3,2918310
2954580,CAMBALACHE DE LA JAGUA,21/10/2013,CASTAÑO,MACHO,AVID*005*862*784,GD,P3,1046540
2954600,BRAZUCA DE LA CONQUISTA,30/08/2014,CASTAÑO,HEMBRA,AVID*024*561*538,GD,P1,1920670
2954610,COQUETA DE 2M,06/09/2014,CASTAÑO,HEMBRA,AVID*022*373*860,GD,P3,2228850
2954630,SOBERANA DE VILLA CONCHA,08/09/2013,CASTAÑO,HEMBRA,AVID*015*039*027,GD,P3,1943560
REGISTRO0,NOMBRE,FECHA_NTO,COLOR,SEXO,MICROCHIP,GENO,ANDAR,PADRE/MADRE0
2954670,ADICCION DE LA CONQUISTA,07/10/2014,CASTAÑO,HEMBRA,AVID*024*551*366,GD,P3,1924150
2954680,DESQUITE DE LA CONQUISTA,03/11/2013,CASTAÑO,MACHO,AVID*005*879*519,GD,P3,1924150
2954690,ARMAGEDON DE LA CONQUISTA,01/02/2014,CASTAÑO,MACHO,AVID*020*258*521,GD,P3,1925350
2954710,ALBORADA DE LA CONQUISTA,11/08/2013,CASTAÑO,HEMBRA,AVID*006*055*338,GD,P3,1924150
2954730,FUEGO DE LA CANTALETA,03/02/2014,CASTAÑO,MACHO,AVID*020*124*334,GD,P3,608010
2954740,NOCHEBUENA DE LA CANTALETA,24/12/2013,CASTAÑO,HEMBRA,AVID*015*545*564,GD,P3,608010
2954770,CONQUISTADOR DE 2M,25/09/2013,CASTAÑO,MACHO,AVID*015*007*283,GD,P3,2228850
2954780,DINASTIA DE BAMBUCAY,12/09/2013,CASTAÑO,HEMBRA,AVID*015*055*603,GD,P3,1779270
2954800,LIBERTADOR DEL RANCHO,19/07/2013,CASTAÑO,MACHO,AVID*020*077*615,GD,P3,2204890
2954810,PICARONA DE 2M,04/01/2014,CASTAÑO,HEMBRA,AVID*015*024*513,GD,P3,1571960
2954840,HEREDERA DE R.A.,27/11/2013,CASTAÑO,HEMBRA,AVID*040*298*361,GD,P2,2256800
2954870,TRAVIESO DE MONTERREY,21/04/2012,CASTAÑO,MACHO,AVID*040*111*586,GD,P3,2268450
2955050,PEREGRINO DE LA IGUANA,17/11/2013,CASTAÑO,MACHO,AVID*024*575*580,GD,P3,2272920
2955150,DELIRIO DE CIERTA PARTE,19/02/2014,CASTAÑO,MACHO,AVID*022*338*520,GD,P3,2235450
2955280,CONSPIRACION DE VILLA MARIA,30/12/2014,CASTAÑO,HEMBRA,AVID*040*077*515,GD,P3,1266030
2955340,FAENA DE ALASKA,27/02/2014,BAYO,HEMBRA,AVID*040*281*817,GD,P3,2904410
2955350,DIOSA DEL PARAISO,18/01/2014,CASTAÑO,HEMBRA,AVID*029*363*517,GD,P3,2299480
2955370,ESMERALDA,08/02/2014,CASTAÑO,HEMBRA,AVID*022*353*005,GD,P2,1849710
2955490,PRIMOROSA DE LA GAVIOTA,10/03/2015,CASTAÑO,HEMBRA,AVID*039*802*525,GD,P3,2909010
2955500,NIÑA HECHICERA DE CEREZALES,13/04/2013,CASTAÑO,HEMBRA,AVID*039*803*313,GD,P3,1799610
2955650,TENTACION DE LAS ACACIAS,14/01/2015,CASTAÑO,HEMBRA,AVID*039*815*063,GD,P3,2758230
2955990,PROMETEO DE SAN CAYETANO,19/12/2012,CASTAÑO,MACHO,AVID*021*575*076,GD,P3,2161550
2956000,CRONICA DE SAN CAYETANO,18/06/2012,CASTAÑO,HEMBRA,AVID*021*572*368,GD,P3,2170470
2956010,CACIQUE TITIRIBI DE OTRAMINA,08/06/2014,CASTAÑO,MACHO,AVID*020*265*878,GD,P3,2243560
2956210,ASOMBROSA DE VILLA PARAISO,20/09/2014,CASTAÑO,HEMBRA,AVID*041*782*307,GD,P3,1585500
2956260,CONFIDENTE DE SANTA CECILIA,18/07/2014,ZAINO,MACHO,AVID*040*052*821,GD,P2,2765590
2956310,CURRAMBA DE LUNA LLENA,30/10/2012,CASTAÑO,HEMBRA,AVID*040*114*613,GD,P2,2782280
2956450,TURQUESA DE SIERRA LEONA,19/01/2014,CASTAÑO,HEMBRA,AVID*024*573*368,GD,P3,619920
2956530,VANIDOSA DE R.A.,27/03/2014,CASTAÑO,HEMBRA,AVID*040*300*894,GD,P3,2295660
2956580,TENOR DE TORCOROMA,10/07/2014,CASTAÑO,MACHO,AVID*041*257*053,GD,P3,2912490
2956700,GUADALUPE DE SAN PABLO,01/02/2014,CASTAÑO,HEMBRA,AVID*040*034*606,GD,P3,2266740
2956720,APOLO DEL VIENTO,24/01/2014,CASTAÑO,MACHO,AVID*020*258*304,GD,P3,2285500
2957000,TRUENO DE LA MARGARITA,10/09/2014,CASTAÑO,MACHO,AVID*040*092*868,GD,P3,2098230
2957190,ZAFIRO DE ARIZONA,25/02/2014,CASTAÑO,MACHO,AVID*024*773*057,GD,P1,2245790
2957350,LUNA LLENA DE LA MACANA,01/03/2014,CASTAÑO,HEMBRA,AVID*020*103*111,GD,P3,2901310
2957380,CHAVO DEL SILENCIO,21/04/2014,CASTAÑO,MACHO,AVID*039*867*858,GD,P3,2768330
2957410,ILUSION DE LA ESTACION,13/04/2015,CASTAÑO,HEMBRA,AVID*040*262*043,GD,P3,2034440
2957520,AMPARITO DE PROVIDENCIA,21/09/2014,CASTAÑO,HEMBRA,AVID*040*011*031,GD,P3,1832760
REGISTRO0,NOMBRE,FECHA_NTO,COLOR,SEXO,MICROCHIP,GENO,ANDAR,PADRE/MADRE0
2957680,GALILEO DEL REFUGIO,09/03/2014,CASTAÑO,MACHO,AVID*040*074*625,GD,P3,2416300
2958140,CARMEN DE V.E.,10/06/2012,CASTAÑO,HEMBRA,AVID*039*851*355,GD,P2,2213950
2958160,CARNAVAL DE R.A,06/06/2014,CASTAÑO,MACHO,AVID*040*285*290,GD,P3,2922330
2958220,MARA DE RANCHO LA SONORA,07/04/2014,CASTAÑO,HEMBRA,AVID*040*845*542,GD,P3,2503140
2958340,FISCAL DE VILLA LIA,25/05/2014,CASTAÑO,MACHO,AVID*040*814*878,GD,P3,2946970
2958490,PIÑA DE LA FORTUNA,09/03/2014,MORO,HEMBRA,AVID*039*840*284,GD,P3,2758740
2958560,ALEMANA DE VILLA ROCIO,15/08/2014,CASTAÑO,HEMBRA,AVID*040*855*035,GD,P3,1118180
2958690,ZEUS DE SAN JORGE,05/01/2015,CASTAÑO,MACHO,AVID*041*623*873,GD,P3,2085500
2958780,SOÑADORA DE LA TRAVIATA,14/11/2013,CASTAÑO,HEMBRA,AVID*836*318*065,GD,P3,2774490
2958800,FUGITIVA DEL RETIRO,04/04/2015,MORO,HEMBRA,AVID*029*379*787,GD,P3,2278340
2958840,LAMBORGHINI,08/03/2013,CASTAÑO,MACHO,AVID*041*092*790,GD,P3,1849710
2958880,ADRENALINA DE MARIA ROSA,10/08/2015,BAYO,HEMBRA,AVID*041*283*297,GD,P3,2905770
2958900,TALIANA DE VILLA SALOME,11/06/2014,CASTAÑO,HEMBRA,AVID*041*326*525,GD,P2,839500
2959150,LUZ DE LUNA DE ORO BLANCO,15/03/2015,CASTAÑO,HEMBRA,AVID*041*321*032,GD,P3,1123700
2959380,AFRICANUS DE LA ALQUERIA,12/03/2013,CASTAÑO,MACHO,AVID*008*639*101,GD,P3,2242360
2959500,ORGULLOSO DE PUNTO FIJO,13/04/2012,CASTAÑO,MACHO,AVID*839*289*542,GD,P3,2092130
2959540,ONTANIA DE VILLA CAMILA,11/10/2015,CASTAÑO,HEMBRA,AVID*040*371*827,GD,P3,2295300
2959620,VENDAVAL DE SAN NICOLAS,20/02/2015,CASTAÑO,MACHO,AVID*041*067*558,GD,P3,2253070
2959630,CONTRAGOLPE DE LA MACANA,26/03/2015,CASTAÑO,MACHO,AVID*041*086*784,GD,P3,2913950
2959650,CORLEONE DE VILLA TUTY,26/04/2015,CASTAÑO,MACHO,AVID*059*822*618,GD,P1,1433630
2959670,SOÑADA DE LA VICTORIA,17/04/2015,CASTAÑO,HEMBRA,AVID*600*543*857,GD,P3,2034010
2959680,REINA DEL SUR DE LA CONQUISTA,11/11/2015,CASTAÑO,HEMBRA,AVID*836*601*095,GD,P3,1920670
2959690,SEÑOR DE LOS CIELOS DE BAMBUCAY,06/10/2015,CASTAÑO,MACHO,AVID*836*597*293,GD,P3,1779270
2959700,MAGICO DE 2M,12/09/2015,CASTAÑO,MACHO,AVID*856*594*831,GD,P3,2228850
2959710,INQUISIDOR DE LA MACANA,05/04/2015,CASTAÑO,MACHO,AVID*836*589*011,GD,P3,2914450
2959720,SONORA DE 2M,01/06/2015,CASTAÑO,HEMBRA,AVID*041*768*258,GD,P3,2237690
2959730,FUEGO DE LA CONQUISTA,03/03/2015,CASTAÑO,MACHO,AVID*060*061*288,GD,P3,608010
2959740,GALACTICA DE 2M,06/03/2015,CASTAÑO,HEMBRA,AVID*059*840*103,GD,P2,2165260
2959750,PROFETA DE 2M,27/07/2015,CASTAÑO,MACHO,AVID*059*813*886,GD,P3,1571960
2959880,CARNAVAL DE ARIZONA,07/06/2014,CASTAÑO,MACHO,AVID*040*633*881,GD,P2,2787940
2960020,INVICTO DE LA MARINA,12/07/2015,CASTAÑO,MACHO,AVID*040*811*870,GD,P3,1923870
2960050,AMADOR DE LA TOMASA,24/11/2014,CASTAÑO,MACHO,AVID*039*848*624,GD,P2,2777420
2960070,ZEUS DE LA TOMASA,30/10/2014,CASTAÑO,MACHO,AVID*039*839*349,GD,P3,2074830
2960320,RITMICO DE LA CAMELIA,18/12/2012,CASTAÑO,MACHO,AVID*039*608*604,GD,P3,814400
2960430,FARAHONA DE LOS POTRILLOS,16/10/2014,CASTAÑO,HEMBRA,AVID*041*299*796,GD,P3,2768190
2960440,PILANDERA DE SAMARIA,20/03/2015,CASTAÑO,HEMBRA,AVID*040*037*841,GD,P3,2610980
2960450,DOMINICO DE LOS YARUMOS,15/02/2015,CASTAÑO,MACHO,AVID*040*039*353,GD,P3,2900390
2960990,CLEOPATRA DE LA SUIZA MEJIA,05/10/2015,BAYO,HEMBRA,AVID*836*613*380,GD,P3,1684590
REGISTRO0,NOMBRE,FECHA_NTO,COLOR,SEXO,MICROCHIP,GENO,ANDAR,PADRE/MADRE0
2961000,MIRANDA DE AV,30/11/2013,CASTAÑO,HEMBRA,AVID*040*057*784,GD,P3,2913580
2961410,CACIQUE DE TABUENA,26/05/2015,CASTAÑO,MACHO,AVID*836*582*355,GD,P3,2909570
2961570,INTRIGA DE LA SAMARIA,19/03/2013,CASTAÑO,HEMBRA,AVID*008*583*276,GD,P3,2055970
2961600,TRONADOR DE LA MARIANA,15/11/2015,CASTAÑO,MACHO,AVID*836*612*611,GD,P3,2615010
2961750,VICTORIANO DEL RECREO,17/01/2015,CASTAÑO,MACHO,AVID*836*622*861,GD,P3,2053970
2961850,PICASO DE SAN JOAQUIN,07/10/2014,CASTAÑO,MACHO,AVID*836*318*282,GD,P3,2036900
2962040,PRINCESA DE VILLA CASTILLO,09/10/2014,CASTAÑO,HEMBRA,AVID*839*006*273,GD,P3,2938190
2962280,TRUFA DE BAMBUCAY,29/12/2015,CASTAÑO,HEMBRA,AVID*836*611*792,GD,P3,1779270
2962330,GAITA DE LAS DIOSAS,29/12/2015,CASTAÑO,HEMBRA,AVID*836*611*001,GD,P1,2032280
2962390,REVANCHA DE LA GRACIOSA,03/11/2014,CASTAÑO,HEMBRA,AVID*040*335*316,GD,P3,1745440
2962580,GUADALUPE DE VILLA LUISA,10/03/2013,CASTAÑO,HEMBRA,AVID*029*362*071,GD,P3,2291640
2962710,TITULAR DEL CAPRICHO,05/05/2014,CASTAÑO,MACHO,AVID*839*012*818,GD,P3,4082920
